gene,log2FC,pval,adj_pval,color
PB.2869.1,-1.0125493171843916,0.00018822365591472607,0.0462081113187069,red
PB.10012.4,4.421655809194912,0.00016048532570328973,0.04629124241677714,red
PB.8476.4,4.421655809194912,0.00016048532570328973,0.04638345604708944,red
PB.10826.11,4.421655809194912,0.00016048532570328973,0.046476037795686424,red
PB.14809.13,4.421655809194912,0.00016048532570328973,0.0465689898712778,red
PB.15904.2,4.421655809194912,0.00016048532570328973,0.04666231450027836,red
PB.6837.2,4.421655809194912,0.00016048532570328973,0.046756013926985744,red
PB.10730.14,4.421655809194912,0.00016048532570328973,0.04685009041376036,red
PB.935.10,4.421655809194912,0.00016048532570328973,0.04694454624120746,red
PB.16755.138,4.421655809194912,0.00016048532570328973,0.047039383708361415,red
PB.12483.6,4.421655809194912,0.00016048532570328973,0.047134605132872265,red
PB.9299.3,4.421655809194912,0.00016048532570328973,0.047230212851194525,red
PB.7484.1,4.421655809194912,0.00016048532570328973,0.047326209218778253,red
PB.6678.6,4.421655809194912,0.00016048532570328973,0.047422596610262525,red
PB.1394.2,4.421655809194912,0.00016048532570328973,0.04751937741967122,red
PB.13103.21,4.421655809194912,0.00016048532570328973,0.04761655406061125,red
PB.5415.7,4.421655809194912,0.00016048532570328973,0.04771412896647315,red
PB.5725.2,4.421655809194912,0.00016048532570328973,0.04781210459063429,red
PB.977.2,4.421655809194912,0.00016048532570328973,0.0479104834066644,red
PB.17401.14,4.421655809194912,0.00016048532570328973,0.04800926790853381,red
PB.4144.6,4.421655809194912,0.00016048532570328973,0.048108460610824175,red
PB.6866.4,4.421655809194912,0.00016048532570328973,0.048208064048941825,red
PB.3401.4,4.421655809194912,0.00016048532570328973,0.048308080779333816,red
PB.17162.1,4.421655809194912,0.00016048532570328973,0.048408513379706655,red
PB.1847.1,4.421655809194912,0.00016048532570328973,0.04850936444924771,red
PB.9568.14,4.421655809194912,0.00016048532570328973,0.048610636608849477,red
PB.6954.5,4.421655809194912,0.00016048532570328973,0.04871233250133661,red
PB.4919.3,4.421655809194912,0.00016048532570328973,0.048814454791695806,red
PB.13737.7,4.421655809194912,0.00016048532570328973,0.04891700616730861,red
PB.7653.30,4.421655809194912,0.00016048532570328973,0.04901998933818716,red
PB.4385.3,4.421655809194912,0.00016048532570328973,0.04912340703721287,red
PB.367.25,4.421655809194912,0.00016048532570328973,0.04922726202037823,red
PB.7846.2,4.421655809194912,0.00016048532570328973,0.049331557067031566,red
PB.9899.2,4.421655809194912,0.00016048532570328973,0.049436294980125056,red
PB.10232.2,4.421655809194912,0.00016048532570328973,0.049541478586465744,red
PB.3398.27,4.421655809194912,0.00016048532570328973,0.04964711073696994,red
PB.2200.248,4.421655809194912,0.00016048532570328973,0.049753194306920726,red
PB.6577.14,4.421655809194912,0.00016048532570328973,0.049859732196228905,red
PB.16364.16,4.421655809194912,0.00016048532570328973,0.04996672732969721,red
PB.8013.44,4.421655809194912,0.00016048532570328973,0.050074182657287955,orange
PB.1654.5,4.421655809194912,0.00016048532570328973,0.050182101154394185,orange
PB.7894.2,4.421655809194912,0.00016048532570328973,0.050290485822114254,orange
PB.14756.2,4.421655809194912,0.00016048532570328973,0.05039933968753009,orange
PB.2833.1,4.421655809194912,0.00016048532570328973,0.05050866580398894,orange
PB.4617.80,4.421655809194912,0.00016048532570328973,0.05061846725138891,orange
PB.13607.12,4.421655809194912,0.00016048532570328973,0.050728747136468195,orange
PB.9445.6,4.421655809194912,0.00016048532570328973,0.050839508593098034,orange
PB.10489.6,4.421655809194912,0.00016048532570328973,0.05095075478257965,orange
PB.9469.3,4.421655809194912,0.00016048532570328973,0.051062488893944956,orange
PB.15500.2,4.421655809194912,0.00016048532570328973,0.05117471414426132,orange
PB.4522.71,4.421655809194912,0.00016048532570328973,0.05128743377894031,orange
PB.5998.2,4.421655809194912,0.00016048532570328973,0.05140065107205055,orange
PB.4031.41,4.421655809194912,0.00016048532570328973,0.05151436932663474,orange
PB.4641.8,4.421655809194912,0.00016048532570328973,0.05162859187503082,orange
PB.17591.3,4.421655809194912,0.00016048532570328973,0.05174332207919755,orange
PB.15857.1,4.421655809194912,0.00016048532570328973,0.05185856333104432,orange
PB.14175.3,4.421655809194912,0.00016048532570328973,0.0519743190527654,orange
PB.15940.5,4.421655809194912,0.00016048532570328973,0.05209059269717875,orange
PB.7310.8,4.421655809194912,0.00016048532570328973,0.05220738774806928,orange
PB.7797.79,4.421655809194912,0.00016048532570328973,0.05232470772053686,orange
PB.10798.22,4.421655809194912,0.00016048532570328973,0.05244255616134887,orange
PB.15067.5,4.421655809194912,0.00016048532570328973,0.05256093664929774,orange
PB.9372.2,4.421655809194912,0.00016048532570328973,0.05267985279556312,orange
PB.7145.5,4.421655809194912,0.00016048532570328973,0.05279930824407914,orange
PB.3755.8,4.421655809194912,0.00016048532570328973,0.05291930667190659,orange
PB.17697.17,4.421655809194912,0.00016048532570328973,0.05303985178961025,orange
PB.10357.6,4.421655809194912,0.00016048532570328973,0.053160947341641326,orange
PB.3761.22,4.421655809194912,0.00016048532570328973,0.05328259710672517,orange
PB.16814.4,4.421655809194912,0.00016048532570328973,0.05340480489825436,orange
PB.3904.3,4.421655809194912,0.00016048532570328973,0.053527574564687125,orange
PB.11734.3,4.421655809194912,0.00016048532570328973,0.05365090998995138,orange
PB.16033.5,4.421655809194912,0.00016048532570328973,0.053774815093854275,orange
PB.7732.1,4.421655809194912,0.00016048532570328973,0.053899293832497454,orange
PB.2452.3,4.421655809194912,0.00016048532570328973,0.05402435019869815,orange
PB.15898.15,4.421655809194912,0.00016048532570328973,0.05414998822241605,orange
PB.8012.191,4.421655809194912,0.00016048532570328973,0.05427621197118625,orange
PB.14025.4,4.421655809194912,0.00016048532570328973,0.054403025550558176,orange
PB.10830.8,4.421655809194912,0.00016048532570328973,0.05453043310454075,orange
PB.11461.15,4.421655809194912,0.00016048532570328973,0.054658438816053756,orange
PB.10903.1,4.421655809194912,0.00016048532570328973,0.054787046907385645,orange
PB.13505.13,4.421655809194912,0.00016048532570328973,0.054916261640657785,orange
PB.15012.12,4.421655809194912,0.00016048532570328973,0.05504608731829527,orange
PB.1394.5,4.421655809194912,0.00016048532570328973,0.0551765282835045,orange
PB.1297.18,4.421655809194912,0.00016048532570328973,0.05530758892075748,orange
PB.9655.12,4.421655809194912,0.00016048532570328973,0.055439273656283095,orange
PB.7886.4,4.421655809194912,0.00016048532570328973,0.05557158695856539,orange
PB.1501.15,4.421655809194912,0.00016048532570328973,0.05570453333884905,orange
PB.5842.6,4.421655809194912,0.00016048532570328973,0.05583811735165204,orange
PB.635.8,4.421655809194912,0.00016048532570328973,0.055972343595285814,orange
PB.16812.1,4.421655809194912,0.00016048532570328973,0.05610721671238289,orange
PB.7336.1,4.421655809194912,0.00016048532570328973,0.05624274139043212,orange
PB.3641.6,-4.467235656218438,0.00011257280734930103,0.05632056369894961,orange
PB.2500.7,5.387530588706703,0.00011415504920747949,0.05633512850141083,orange
PB.2014.3,4.421655809194912,0.00016048532570328973,0.056378922362321796,orange
PB.6197.6,-4.467235656218438,0.00011257280734930103,0.05651544454219857,orange
PB.17421.7,4.421655809194912,0.00016048532570328973,0.05651576440689053,orange
PB.6766.1,5.387530588706703,0.00011415504920747949,0.056527398564555575,orange
PB.15171.1,4.421655809194912,0.00016048532570328973,0.056653272349486375,orange
PB.8274.22,-4.467235656218438,0.00011257280734930103,0.056711678724636755,orange
PB.7545.12,5.387530588706703,0.00011415504920747949,0.05672098554594104,orange
PB.2439.6,4.421655809194912,0.00016048532570328973,0.0567914510625339,orange
PB.14213.21,-4.467235656218438,0.00011257280734930103,0.05690928039266685,orange
PB.8730.137,5.387530588706703,0.00011415504920747949,0.056915903022043926,orange
PB.10746.4,4.421655809194912,0.00016048532570328973,0.05693030546610978,orange
PB.17315.6,4.421655809194912,0.00016048532570328973,0.05706984052852672,orange
PB.16832.9,-4.467235656218438,0.00011257280734930103,0.05710826389054331,orange
PB.15193.7,4.421655809194912,0.00016048532570328973,0.05721006126692604,orange
PB.14473.3,-4.467235656218438,0.00011257280734930103,0.05730864376384346,orange
PB.12351.5,4.421655809194912,0.00016048532570328973,0.057350972747879064,orange
PB.1972.2,4.421655809194912,0.00016048532570328973,0.057492580087997285,orange
PB.3539.1,-4.467235656218438,0.00011257280734930103,0.057510434763011924,orange
PB.6744.85,4.421655809194912,0.00016048532570328973,0.05763488845455173,orange
PB.4076.1,-4.467235656218438,0.00011257280734930103,0.057713651846980164,orange
PB.7870.55,4.421655809194912,0.00016048532570328973,0.05777790306610149,orange
PB.401.20,-4.467235656218438,0.00011257280734930103,0.057918310186863074,orange
PB.6605.15,4.421655809194912,0.00016048532570328973,0.05792162919313159,orange
PB.5162.37,4.421655809194912,0.00016048532570328973,0.0580660721587005,orange
PB.3101.9,-4.467235656218438,0.00011257280734930103,0.05812442516973447,orange
PB.5403.23,4.421655809194912,0.00016048532570328973,0.05821123733909725,orange
PB.5460.7,-4.467235656218438,0.00011257280734930103,0.05833201240248352,orange
PB.3279.1,4.421655809194912,0.00016048532570328973,0.058357130164508525,orange
PB.1643.36,4.421655809194912,0.00016048532570328973,0.05850375611969573,orange
PB.5513.2,-4.467235656218438,0.00011257280734930103,0.05854108771575407,orange
PB.3495.4,4.421655809194912,0.00016048532570328973,0.058651120744682365,orange
PB.5637.21,-4.467235656218438,0.00011257280734930103,0.058751667167969014,orange
PB.15020.4,4.421655809194912,0.00016048532570328973,0.05879922963545177,orange
PB.14773.3,4.421655809194912,0.00016048532570328973,0.05894808844465544,orange
PB.11226.5,-4.467235656218438,0.00011257280734930103,0.058963767049441826,orange
PB.16832.60,4.421655809194912,0.00016048532570328973,0.05909770288233224,orange
PB.12091.12,-4.467235656218438,0.00011257280734930103,0.05917740388657749,orange
PB.2398.8,4.421655809194912,0.00016048532570328973,0.059248078716638425,orange
PB.8759.17,-4.467235656218438,0.00011257280734930103,0.05939259444616504,orange
PB.3541.8,4.421655809194912,0.00016048532570328973,0.059399221774589034,orange
PB.11330.3,4.421655809194912,0.00016048532570328973,0.059551137942810486,orange
PB.3655.1,-4.467235656218438,0.00011257280734930103,0.05960935573976418,orange
PB.4865.14,4.421655809194912,0.00016048532570328973,0.059703833168304875,orange
PB.385.10,-4.467235656218438,0.00011257280734930103,0.05982770502818823,orange
PB.6747.35,4.421655809194912,0.00016048532570328973,0.059857313459225965,orange
PB.5871.60,4.421655809194912,0.00016048532570328973,0.06001158488566727,orange
PB.6571.10,-4.467235656218438,0.00011257280734930103,0.06004765982608598,orange
PB.14730.16,4.421655809194912,0.00016048532570328973,0.060166653580462276,orange
PB.16715.3,-4.467235656218438,0.00011257280734930103,0.06026923790662504,orange
PB.2918.1,4.421655809194912,0.00016048532570328973,0.06032252573999715,orange
PB.11966.258,4.421655809194912,0.00016048532570328973,0.060479207625036106,orange
PB.9371.68,-4.467235656218438,0.00011257280734930103,0.06049245730627921,orange
PB.5323.50,4.421655809194912,0.00016048532570328973,0.06063670556155964,orange
PB.16645.3,-4.467235656218438,0.00011257280734930103,0.06071733632972263,orange
PB.8552.3,4.421655809194912,0.00016048532570328973,0.06079502594161593,orange
PB.8535.27,-4.467235656218438,0.00011257280734930103,0.06094389355483353,orange
PB.360.2,4.421655809194912,0.00016048532570328973,0.0609541752241856,orange
PB.4320.3,4.421655809194912,0.00016048532570328973,0.061114159936060106,orange
PB.11117.2,-4.467235656218438,0.00011257280734930103,0.061172147837810435,orange
PB.9641.6,4.421655809194912,0.00016048532570328973,0.06127498667273395,orange
PB.731.2,-4.467235656218438,0.00011257280734930103,0.061402118318403705,orange
PB.1243.2,4.421655809194912,0.00016048532570328973,0.06143666209931108,orange
PB.17197.28,4.421655809194912,0.00016048532570328973,0.061599192951425664,orange
PB.4143.8,-4.467235656218438,0.00011257280734930103,0.06163382442526561,orange
PB.12614.3,4.421655809194912,0.00016048532570328973,0.06176258603617745,orange
PB.13331.13,-4.467235656218438,0.00011257280734930103,0.061867285881421916,orange
PB.15206.29,4.421655809194912,0.00016048532570328973,0.06192684823308218,orange
PB.3436.5,4.421655809194912,0.00016048532570328973,0.06209198649503707,orange
PB.15605.1,-4.467235656218438,0.00011257280734930103,0.06210252270986839,orange
PB.8792.13,4.421655809194912,0.00016048532570328973,0.06225800784930187,orange
PB.1746.3,-4.467235656218438,0.00011257280734930103,0.062339555239295366,orange
PB.18202.4,4.421655809194912,0.00016048532570328973,0.06242491939849571,orange
PB.14639.2,-4.467235656218438,0.00011257280734930103,0.062578404109944,orange
PB.13434.4,4.421655809194912,0.00016048532570328973,0.06259272832160995,orange
PB.7369.1,4.421655809194912,0.00016048532570328973,0.06276144187503746,orange
PB.12083.9,-4.467235656218438,0.00011257280734930103,0.06281909027959764,orange
PB.15497.9,4.421655809194912,0.00016048532570328973,0.06293106739361864,orange
PB.15852.4,-4.467235656218438,0.00011257280734930103,0.06306163502971192,orange
PB.15721.4,4.421655809194912,0.00016048532570328973,0.06310161229170434,orange
PB.6868.3,4.421655809194912,0.00016048532570328973,0.06327308406423614,orange
PB.11733.1,-4.467235656218438,0.00011257280734930103,0.06330605997168755,orange
PB.4202.2,4.421655809194912,0.00016048532570328973,0.06344549028784441,orange
PB.10694.1,-4.467235656218438,0.00011257280734930103,0.06355238705328944,orange
PB.17221.5,4.421655809194912,0.00016048532570328973,0.06361883862196421,orange
PB.7412.4,4.421655809194912,0.00016048532570328973,0.06379313680996959,orange
PB.1208.6,-4.467235656218438,0.00011257280734930103,0.06380063856521635,orange
PB.1043.394,4.421655809194912,0.00016048532570328973,0.06396839268032666,orange
PB.3407.345,-4.467235656218438,0.00011257280734930103,0.06405083714782504,orange
PB.9149.4,4.421655809194912,0.00016048532570328973,0.06414461414776557,orange
PB.7340.4,-4.467235656218438,0.00011257280734930103,0.06430300579801333,orange
PB.1514.6,4.421655809194912,0.00016048532570328973,0.0643218092144721,orange
PB.17925.68,4.421655809194912,0.00016048532570328973,0.0644999859712989,orange
PB.2678.10,-4.467235656218438,0.00011257280734930103,0.06455716787626635,orange
PB.14509.1,4.421655809194912,0.00016048532570328973,0.06467915259899694,orange
PB.12613.23,-4.467235656218438,0.00011257280734930103,0.06481334711387059,orange
PB.17571.9,4.421655809194912,0.00016048532570328973,0.06485931736946769,orange
PB.16712.6,4.421655809194912,0.00016048532570328973,0.06504048864703603,orange
PB.14498.37,-4.467235656218438,0.00011257280734930103,0.06507156762030035,orange
PB.10154.112,4.421655809194912,0.00016048532570328973,0.06522267488974481,orange
PB.11899.4,-4.467235656218438,0.00011257280734930103,0.06533185389078154,orange
PB.7896.16,4.421655809194912,0.00016048532570328973,0.06540588465067107,orange
PB.5269.2,4.421655809194912,0.00016048532570328973,0.06559012657926451,orange
PB.14347.15,-4.467235656218438,0.00011257280734930103,0.0655942308140377,orange
PB.1235.6,4.421655809194912,0.00016048532570328973,0.06577540942270876,orange
PB.9655.28,-4.467235656218438,0.00011257280734930103,0.06585872368022333,orange
PB.12725.36,4.421655809194912,0.00016048532570328973,0.06596174202730566,orange
PB.2084.14,-4.467235656218438,0.00011257280734930103,0.06612535818905015,orange
PB.8262.48,4.421655809194912,0.00016048532570328973,0.06614913333988325,orange
PB.9415.26,4.421655809194912,0.00016048532570328973,0.06633759240922764,orange
PB.1224.16,-4.467235656218438,0.00011257280734930103,0.06639416045811132,orange
PB.776.13,4.421655809194912,0.00016048532570328973,0.06652712838753971,orange
PB.10531.26,-4.467235656218438,0.00011257280734930103,0.06666515703140974,orange
PB.3758.5,4.421655809194912,0.00016048532570328973,0.06671775053191661,orange
PB.5669.6,4.421655809194912,0.00016048532570328973,0.06690946820585891,orange
PB.4222.17,-4.467235656218438,0.00011257280734930103,0.06693837488809584,orange
PB.12111.12,4.421655809194912,0.00016048532570328973,0.06710229088080374,orange
PB.1071.163,-4.467235656218438,0.00011257280734930103,0.06721384145142134,orange
PB.2126.12,4.421655809194912,0.00016048532570328973,0.06729622813768468,orange
PB.13385.17,4.421655809194912,0.00016048532570328973,0.06749128966851856,orange
PB.7822.3,-4.467235656218438,0.00011257280734930103,0.06749158459791482,orange
PB.7251.1,4.421655809194912,0.00016048532570328973,0.06768748527802006,orange
PB.5496.2,-4.467235656218438,0.00011257280734930103,0.06777163266678583,orange
PB.4299.4,4.421655809194912,0.00016048532570328973,0.06788482488524461,orange
PB.10107.8,-4.467235656218438,0.00011257280734930103,0.0680540144695641,orange
PB.15310.18,4.421655809194912,0.00016048532570328973,0.06808331852525994,orange
PB.15193.4,4.421655809194912,0.00016048532570328973,0.06828297635084721,orange
PB.17689.44,-4.467235656218438,0.00011257280734930103,0.06833875929998069,orange
PB.16971.26,4.421655809194912,0.00016048532570328973,0.06848380863423206,orange
PB.7283.19,-4.467235656218438,0.00011257280734930103,0.06862589694409826,orange
PB.7266.8,4.421655809194912,0.00016048532570328973,0.06868582576884631,orange
PB.3680.4,4.421655809194912,0.00016048532570328973,0.068889038271121,orange
PB.2906.1,-4.467235656218438,0.00011257280734930103,0.06891545769069783,orange
PB.8024.184,4.421655809194912,0.00016048532570328973,0.06909345678231128,orange
PB.11645.3,-4.467235656218438,0.00011257280734930103,0.0692074723419296,orange
PB.10462.4,4.421655809194912,0.00016048532570328973,0.06929909207035387,orange
PB.15158.1,-4.467235656218438,0.00011257280734930103,0.06950197222423568,orange
PB.9781.29,4.421655809194912,0.00016048532570328973,0.06950595503175791,orange
PB.6016.14,4.421655809194912,0.00016048532570328973,0.06971405669352965,orange
PB.8996.8,-4.467235656218438,0.00011257280734930103,0.06979898919955294,orange
PB.6530.3,4.421655809194912,0.00016048532570328973,0.06992340821513184,orange
PB.12939.3,-4.467235656218438,0.00011257280734930103,0.07009855567680423,orange
PB.7713.4,4.421655809194912,0.00016048532570328973,0.07013402089047861,orange
PB.13647.1,4.421655809194912,0.00016048532570328973,0.07034590614996647,orange
PB.4545.13,-4.467235656218438,0.00011257280734930103,0.07040070462368701,orange
PB.4806.5,4.421655809194912,0.00016048532570328973,0.07055907556254212,orange
PB.703.2,-4.467235656218438,0.00011257280734930103,0.0707054695787679,orange
PB.5861.1,4.421655809194912,0.00016048532570328973,0.07077354083780821,orange
PB.3531.2,4.421655809194912,0.00016048532570328973,0.07098931382816738,orange
PB.8736.12,-4.467235656218438,0.00011257280734930103,0.07101288466389298,orange
PB.8049.4,4.421655809194912,0.00016048532570328973,0.07120640653100581,orange
PB.6273.1,-4.467235656218438,0.00011257280734930103,0.07132298459692309,orange
PB.66.2,4.421655809194912,0.00016048532570328973,0.07142483109091687,orange
PB.9211.3,-4.467235656218438,0.00011257280734930103,0.07163580470480432,orange
PB.3238.6,4.421655809194912,0.00016048532570328973,0.07164459980196584,orange
PB.12334.3,4.421655809194912,0.00016048532570328973,0.0718657251099966,orange
PB.11221.1,-4.467235656218438,0.00011257280734930103,0.07195138093698408,orange
PB.4954.27,4.421655809194912,0.00016048532570328973,0.07208821961498112,orange
PB.5957.8,-4.467235656218438,0.00011257280734930103,0.07226974987918312,orange
PB.13161.12,4.421655809194912,0.00016048532570328973,0.07231209607341273,orange
PB.14943.5,4.421655809194912,0.00016048532570328973,0.07253736740074423,orange
PB.16000.1,-4.467235656218438,0.00011257280734930103,0.07259094876753505,orange
PB.6452.3,4.421655809194912,0.00016048532570328973,0.07276404667387157,orange
PB.4999.13,-4.467235656218438,0.00011257280734930103,0.0729150155031044,orange
PB.5716.8,4.421655809194912,0.00016048532570328973,0.07299214713366427,orange
PB.1050.7,4.421655809194912,0.00016048532570328973,0.07322168218754371,orange
PB.16755.73,-4.467235656218438,0.00011257280734930103,0.07324198866679546,orange
PB.832.4,4.421655809194912,0.00016048532570328973,0.0734526654121101,orange
PB.11336.11,-4.467235656218438,0.00011257280734930103,0.0735719075346639,orange
PB.11568.1,4.421655809194912,0.00016048532570328973,0.0736851105558193,orange
PB.16184.6,-4.467235656218438,0.00011257280734930103,0.07390481209364429,orange
PB.12977.6,4.421655809194912,0.00016048532570328973,0.0739190315417108,orange
PB.4834.1,4.421655809194912,0.00016048532570328973,0.07415444247018758,orange
PB.3628.8,-4.467235656218438,0.00011257280734930103,0.0742407430577063,orange
PB.13560.96,0.9202949324882645,0.00030492974802776707,0.07435570971739945,orange
PB.7636.7,4.421655809194912,0.00016048532570328973,0.07439135762184952,orange
PB.7764.1,-4.467235656218438,0.00011257280734930103,0.07457974188445382,orange
PB.10444.6,4.421655809194912,0.00016048532570328973,0.0746297914603811,orange
PB.14408.3,4.421655809194912,0.00016048532570328973,0.07486975863549486,orange
PB.3689.20,-4.467235656218438,0.00011257280734930103,0.07492185079218067,orange
PB.2669.9,4.421655809194912,0.00016048532570328973,0.07511127398593194,orange
PB.9953.20,-4.467235656218438,0.00011257280734930103,0.07526711277739809,orange
PB.7672.2,4.421655809194912,0.00016048532570328973,0.07535435254252071,orange
PB.9572.28,4.421655809194912,0.00016048532570328973,0.07559900953129513,orange
PB.624.37,-4.467235656218438,0.00011257280734930103,0.07561557163284902,orange
PB.16516.84,4.421655809194912,0.00016048532570328973,0.07584526037667394,orange
PB.3904.4,-4.467235656218438,0.00011257280734930103,0.07596727196602505,orange
